software mouseReMoCo;version 1.0.2;isWithLSL true;screenWidth 1920;screenHeight 1147;autoStart 3600;cycleMaxNumber 6;cycleDuration 20;borderColor java.awt.Color[r=255,g=255,b=255];backgroundColor java.awt.Color[r=0,g=0,b=0];cursorColorRecord java.awt.Color[r=255,g=0,b=0];cursorColorWait java.awt.Color[r=255,g=255,b=0];task circular;cornerX 467;cornerY 80;centerX 960;centerY 573;externalRadius 493;internalRadius 431;borderRadius 1;cursorRadius 16;indexOfDifficulty 99.98931100908203;taskRadius 461.5;taskTolerance 29
2022-02-07 16:32:43.206

timestamp,mouseX,mouseY,mouseInTarget
1644247999993,529,673,0
1644248000001,527,666,0
1644248000009,525,661,0
1644248000018,524,656,0
1644248000027,522,652,0
1644248000035,522,648,0
1644248000043,521,644,0
1644248000051,521,641,0
1644248000058,520,638,0
1644248000067,519,635,0
1644248000075,518,632,0
1644248000083,518,628,0
1644248000091,516,625,1
1644248000099,515,621,1
1644248000108,514,617,1
1644248000116,513,614,1
1644248000124,511,610,1
1644248000132,511,606,1
1644248000140,510,603,1
1644248000149,509,600,1
1644248000157,509,597,1
1644248000165,509,594,1
1644248000173,509,590,1
1644248000181,509,587,1
1644248000191,509,583,1
1644248000198,509,580,1
1644248000206,509,572,1
1644248000214,510,567,1
1644248000222,511,562,1
1644248000231,512,557,1
1644248000239,512,549,1
1644248000247,513,541,1
1644248000255,514,532,1
1644248000263,515,522,1
1644248000272,516,513,1
1644248000280,517,502,1
1644248000288,519,490,1
1644248000296,520,480,1
1644248000305,522,477,1
1644248000314,523,467,1
1644248000321,525,461,1
1644248000330,527,455,1
1644248000342,528,449,1
1644248000350,529,444,1
1644248000355,530,440,1
1644248000362,531,438,1
1644248000370,534,431,1
1644248000381,534,427,1
1644248000386,536,423,1
1644248000395,537,421,1
1644248000403,538,417,1
1644248000412,539,413,1
1644248000420,541,409,1
1644248000427,543,405,1
1644248000437,544,402,1
1644248000444,546,398,1
1644248000453,547,395,1
1644248000460,548,392,1
1644248000468,550,389,1
1644248000478,551,386,1
1644248000485,552,383,1
1644248000493,553,380,1
1644248000502,554,377,1
1644248000509,556,374,1
1644248000518,557,372,1
1644248000526,559,369,1
1644248000534,560,366,1
1644248000542,563,360,1
1644248000550,564,359,1
1644248000560,567,355,1
1644248000567,568,352,1
1644248000575,570,349,1
1644248000583,571,346,1
1644248000592,573,342,1
1644248000600,575,337,1
1644248000608,576,335,1
1644248000616,577,332,1
1644248000625,578,328,1
1644248000633,580,325,1
1644248000641,581,322,1
1644248000649,582,319,1
1644248000657,584,317,1
1644248000665,585,314,1
1644248000674,587,311,1
1644248000683,589,308,1
1644248000690,590,306,1
1644248000698,592,303,1
1644248000706,593,300,1
1644248000714,595,299,1
1644248000724,596,297,1
1644248000732,598,296,1
1644248000740,599,295,1
1644248000747,600,294,1
1644248001019,600,293,1
1644248001027,602,288,1
1644248001035,604,284,1
1644248001043,607,278,1
1644248001051,610,273,1
1644248001060,613,267,1
1644248001068,616,263,1
1644248001075,622,254,1
1644248001083,628,247,1
1644248001091,634,239,1
1644248001100,639,232,1
1644248001108,644,225,1
1644248001116,648,221,1
1644248001125,653,216,1
1644248001133,655,214,1
1644248001141,658,210,1
1644248001149,662,206,1
1644248001157,666,203,1
1644248001165,669,200,1
1644248001175,672,197,1
1644248001182,675,194,1
1644248001190,677,192,1
1644248001199,680,190,1
1644248001206,682,189,1
1644248001215,684,187,1
1644248001223,686,185,1
1644248001231,688,184,1
1644248001240,690,183,1
1644248001248,692,182,1
1644248001256,694,180,1
1644248001265,696,179,1
1644248001272,698,178,1
1644248001281,700,176,1
1644248001288,702,175,1
1644248001297,705,174,1
1644248001306,708,172,1
1644248001315,710,171,1
1644248001321,712,170,1
1644248001330,715,168,1
1644248001339,717,167,1
1644248001349,719,166,1
1644248001354,721,165,1
1644248001365,723,164,1
1644248001371,725,163,1
1644248001383,727,162,1
1644248001388,729,161,1
1644248001396,731,160,1
1644248001403,734,160,1
1644248001412,737,159,1
1644248001420,741,158,1
1644248001433,744,157,1
1644248001438,748,156,1
1644248001444,754,154,1
1644248001452,758,153,1
1644248001461,762,152,1
1644248001469,768,151,1
1644248001477,770,150,1
1644248001485,778,148,1
1644248001493,785,146,1
1644248001502,788,146,1
1644248001510,797,144,1
1644248001518,802,143,1
1644248001526,805,142,1
1644248001534,815,140,1
1644248001543,818,140,1
1644248001553,826,138,1
1644248001559,829,137,1
1644248001567,837,136,1
1644248001575,842,134,1
1644248001584,844,134,1
1644248001592,853,132,1
1644248001600,855,132,1
1644248001608,859,130,1
1644248001617,865,130,1
1644248001625,868,129,1
1644248001633,872,128,1
1644248001641,880,128,1
1644248001650,884,127,1
1644248001657,889,126,1
1644248001667,891,126,1
1644248001674,896,126,1
1644248001682,903,125,1
1644248001690,906,124,1
1644248001698,910,124,1
1644248001707,915,123,1
1644248001715,919,122,1
1644248001723,924,122,1
1644248001732,928,121,1
1644248001740,932,120,1
1644248001748,936,120,1
1644248001756,939,120,1
1644248001764,943,120,1
1644248001773,946,120,1
1644248001782,950,120,1
1644248001789,953,120,1
1644248001797,956,120,1
1644248001806,958,120,1
1644248001815,961,120,1
1644248001821,964,120,1
1644248001830,966,120,1
1644248001839,969,120,1
1644248001849,972,120,1
1644248001854,974,120,1
1644248001863,977,121,1
1644248001871,981,121,1
1644248001882,984,122,1
1644248001887,989,123,1
1644248001895,993,123,1
1644248001903,998,124,1
1644248001913,1003,125,1
1644248001920,1008,125,1
1644248001928,1014,126,1
1644248001936,1021,127,1
1644248001944,1027,128,1
1644248001953,1031,129,1
1644248001961,1042,130,1
1644248001969,1049,130,1
1644248001977,1055,131,1
1644248001985,1057,132,1
1644248001993,1069,135,1
1644248002002,1071,135,1
1644248002010,1080,137,1
1644248002018,1082,138,1
1644248002027,1088,139,1
1644248002034,1095,141,1
1644248002043,1100,142,1
1644248002051,1106,143,1
1644248002059,1112,145,1
1644248002067,1117,146,1
1644248002075,1124,148,1
1644248002084,1130,149,1
1644248002092,1135,151,1
1644248002100,1140,152,1
1644248002108,1147,154,1
1644248002116,1149,155,1
1644248002125,1156,157,1
1644248002133,1161,160,1
1644248002142,1163,161,1
1644248002149,1173,164,1
1644248002158,1175,165,1
1644248002166,1179,167,1
1644248002174,1183,170,1
1644248002182,1187,171,1
1644248002190,1191,173,1
1644248002199,1194,175,1
1644248002207,1196,176,1
1644248002215,1199,178,1
1644248002223,1201,180,1
1644248002231,1203,182,1
1644248002240,1205,183,1
1644248002249,1206,185,1
1644248002257,1208,187,1
1644248002264,1210,189,1
1644248002272,1212,192,1
1644248002283,1213,194,1
1644248002288,1214,197,1
1644248002297,1215,199,1
1644248002306,1216,201,1
1644248002316,1217,204,1
1644248002321,1218,208,0
1644248002330,1219,210,0
1644248002339,1220,215,0
1644248002353,1220,222,0
1644248002358,1220,225,0
1644248002708,1221,225,0
1644248002715,1227,224,0
1644248002723,1232,223,0
1644248002731,1238,222,1
1644248002741,1242,222,1
1644248002749,1246,222,1
1644248002756,1249,222,1
1644248002764,1252,222,1
1644248002773,1254,222,1
1644248002783,1256,222,1
1644248002789,1260,224,1
1644248002798,1262,225,1
1644248002805,1264,226,1
1644248002816,1266,227,1
1644248002822,1267,228,1
1644248002831,1268,229,1
1644248002838,1269,230,1
1644248002854,1270,231,1
1644248002864,1271,231,1
1644248002871,1271,232,1
1644248002879,1273,232,1
1644248002887,1274,233,1
1644248002895,1275,234,1
1644248002905,1277,234,1
1644248002912,1278,234,1
1644248002920,1281,235,1
1644248002928,1283,236,1
1644248002937,1284,238,1
1644248002945,1285,239,1
1644248002954,1287,240,1
1644248002961,1288,242,1
1644248002969,1290,243,1
1644248002978,1292,246,1
1644248002986,1295,248,1
1644248002994,1298,251,1
1644248003002,1302,254,1
1644248003010,1305,256,1
1644248003018,1311,260,1
1644248003027,1316,264,1
1644248003035,1321,267,1
1644248003043,1327,272,1
1644248003051,1331,275,1
1644248003059,1337,279,0
1644248003070,1341,283,0
1644248003076,1344,285,0
1644248003084,1351,291,0
1644248003092,1356,296,0
1644248003100,1361,300,0
1644248003110,1365,304,0
1644248003117,1369,310,0
1644248003126,1373,316,0
1644248003135,1378,323,0
1644248003142,1381,329,0
1644248003150,1382,331,0
1644248003158,1384,335,0
1644248003166,1386,339,0
1644248003174,1388,343,0
1644248003182,1391,351,0
1644248003190,1392,352,0
1644248003200,1393,356,0
1644248003207,1395,360,0
1644248003215,1396,363,0
1644248003223,1399,370,0
1644248003232,1400,373,0
1644248003240,1401,375,0
1644248003250,1404,383,0
1644248003256,1406,387,0
1644248003265,1407,392,0
1644248003273,1408,397,0
1644248003283,1410,402,0
1644248003289,1411,408,0
1644248003298,1412,414,0
1644248003305,1413,417,0
1644248003318,1414,422,0
1644248003323,1416,431,0
1644248003331,1417,434,0
1644248003338,1418,439,0
1644248003346,1420,449,0
1644248003354,1421,454,0
1644248003364,1422,460,1
1644248003371,1423,465,1
1644248003379,1424,468,1
1644248003387,1425,478,1
1644248003395,1425,484,1
1644248003404,1426,487,1
1644248003412,1427,492,1
1644248003420,1427,497,1
1644248003428,1428,501,1
1644248003436,1428,505,1
1644248003445,1429,509,1
1644248003453,1429,512,1
1644248003461,1429,515,1
1644248003469,1429,518,1
1644248003477,1430,520,1
1644248003486,1430,523,1
1644248003494,1430,526,1
1644248003503,1430,528,1
1644248003510,1430,530,1
1644248003518,1430,533,1
1644248003527,1430,536,1
1644248003535,1430,543,1
1644248003543,1430,545,1
1644248003551,1430,549,1
1644248003559,1430,553,1
1644248003568,1430,556,1
1644248003576,1430,560,1
1644248003585,1430,564,1
1644248003592,1430,567,1
1644248003600,1430,570,1
1644248003610,1430,573,1
1644248003617,1430,576,1
1644248003626,1430,579,1
1644248003634,1430,582,1
1644248003641,1430,585,1
1644248003650,1430,587,1
1644248003942,1430,589,1
1644248003949,1428,595,1
1644248003957,1427,602,1
1644248003965,1426,608,1
1644248003973,1424,615,1
1644248003982,1423,621,1
1644248003990,1422,626,1
1644248004000,1421,636,1
1644248004006,1419,645,1
1644248004014,1419,648,1
1644248004023,1417,656,1
1644248004032,1416,667,1
1644248004039,1416,669,1
1644248004047,1414,679,1
1644248004055,1413,684,1
1644248004067,1413,686,1
1644248004073,1411,694,1
1644248004080,1410,697,1
1644248004088,1408,702,1
1644248004096,1407,706,1
1644248004105,1405,711,1
1644248004113,1404,715,1
1644248004121,1402,719,1
1644248004129,1400,722,1
1644248004137,1399,725,1
1644248004146,1398,727,1
1644248004154,1396,730,1
1644248004162,1395,732,1
1644248004170,1393,735,1
1644248004178,1392,737,1
1644248004187,1391,739,1
1644248004195,1389,742,1
1644248004203,1386,746,1
1644248004211,1386,747,1
1644248004219,1382,753,1
1644248004228,1381,755,1
1644248004236,1379,758,1
1644248004244,1374,765,1
1644248004252,1373,767,1
1644248004260,1371,771,1
1644248004269,1369,774,1
1644248004277,1366,778,1
1644248004286,1362,783,1
1644248004293,1361,785,1
1644248004301,1359,788,1
1644248004311,1357,791,1
1644248004320,1355,793,1
1644248004326,1354,796,1
1644248004334,1352,799,1
1644248004342,1351,802,1
1644248004351,1350,804,1
1644248004364,1346,810,1
1644248004369,1345,811,1
1644248004375,1344,814,1
1644248004385,1342,818,1
1644248004392,1341,821,1
1644248004400,1337,827,1
1644248004408,1337,828,1
1644248004417,1334,832,1
1644248004424,1332,835,1
1644248004434,1330,838,1
1644248004441,1328,841,1
1644248004449,1326,843,1
1644248004457,1324,846,1
1644248004465,1323,849,1
1644248004474,1321,852,1
1644248004482,1320,854,1
1644248004490,1319,857,1
1644248004502,1317,860,1
1644248004507,1316,863,1
1644248004515,1315,865,1
1644248004524,1314,868,1
1644248004532,1312,871,1
1644248004539,1311,874,1
1644248004548,1308,879,1
1644248004557,1307,881,1
1644248004564,1305,886,1
1644248004574,1304,889,1
1644248004580,1301,896,1
1644248004588,1299,901,1
1644248004597,1298,903,1
1644248004605,1295,908,1
1644248004613,1293,912,1
1644248004621,1291,916,0
1644248004630,1289,920,0
1644248004640,1287,923,0
1644248004646,1285,926,0
1644248004654,1283,928,0
1644248004662,1281,930,0
1644248004670,1280,931,0
1644248004679,1278,933,0
1644248004688,1277,934,0
1644248004695,1275,935,0
1644248004703,1274,935,0
1644248004711,1273,936,0
1644248004720,1271,937,0
1644248004736,1269,938,0
1644248004745,1268,938,0
1644248004755,1266,939,0
1644248004761,1265,940,0
1644248004770,1263,940,1
1644248004777,1261,941,1
1644248004786,1259,941,1
1644248004793,1257,941,1
1644248004805,1253,941,1
1644248004810,1251,941,1
1644248005179,1246,941,1
1644248005187,1241,942,1
1644248005195,1236,944,1
1644248005204,1229,947,1
1644248005212,1224,950,1
1644248005223,1219,952,1
1644248005228,1213,954,1
1644248005236,1204,958,1
1644248005244,1194,962,1
1644248005254,1185,966,1
1644248005261,1176,968,1
1644248005272,1166,971,1
1644248005277,1156,973,0
1644248005285,1148,975,0
1644248005294,1141,977,0
1644248005302,1137,977,0
1644248005310,1125,979,0
1644248005318,1119,980,0
1644248005326,1116,981,0
1644248005335,1111,982,0
1644248005343,1106,983,0
1644248005351,1101,984,0
1644248005359,1093,985,0
1644248005367,1091,986,0
1644248005376,1087,987,0
1644248005384,1079,988,0
1644248005392,1077,989,0
1644248005400,1074,989,0
1644248005408,1070,990,0
1644248005417,1067,991,0
1644248005425,1063,991,0
1644248005433,1061,991,0
1644248005441,1058,992,0
1644248005449,1056,992,0
1644248005458,1052,993,0
1644248005466,1049,993,0
1644248005474,1046,993,0
1644248005482,1043,993,0
1644248005490,1039,994,0
1644248005499,1034,994,0
1644248005507,1032,994,0
1644248005515,1029,995,0
1644248005523,1025,996,0
1644248005531,1022,996,0
1644248005540,1019,997,0
1644248005548,1016,997,0
1644248005558,1012,998,0
1644248005564,1008,999,0
1644248005572,1001,1000,0
1644248005581,999,1001,0
1644248005589,995,1002,0
1644248005597,991,1003,0
1644248005605,983,1005,0
1644248005613,981,1006,0
1644248005623,978,1006,0
1644248005630,974,1008,0
1644248005638,970,1009,0
1644248005646,966,1010,0
1644248005654,963,1011,0
1644248005663,960,1012,0
1644248005671,956,1013,0
1644248005679,953,1014,0
1644248005692,951,1014,0
1644248005697,948,1015,0
1644248005704,945,1016,0
1644248005712,943,1017,0
1644248005722,941,1018,0
1644248005728,938,1019,0
1644248005736,936,1020,1
1644248005746,934,1021,1
1644248005758,933,1022,1
1644248005762,931,1022,1
1644248005770,930,1023,1
1644248005777,928,1023,1
1644248005787,927,1024,1
1644248005794,925,1024,1
1644248005802,923,1025,1
1644248005810,921,1025,1
1644248005818,920,1026,1
1644248005826,918,1026,1
1644248005836,915,1026,1
1644248005843,912,1026,1
1644248005851,907,1026,1
1644248005859,903,1026,1
1644248005868,898,1026,1
1644248005876,893,1026,1
1644248005884,887,1024,1
1644248005892,880,1023,1
1644248005900,874,1023,1
1644248005909,866,1023,1
1644248005917,858,1022,1
1644248005925,852,1022,1
1644248005933,844,1022,1
1644248005941,836,1022,1
1644248005950,830,1022,1
1644248005958,823,1022,1
1644248005966,820,1022,1
1644248005974,811,1021,1
1644248005982,809,1020,1
1644248005991,804,1019,1
1644248005999,800,1018,1
1644248006007,796,1016,1
1644248006015,790,1013,1
1644248006417,789,1013,1
1644248006425,785,1010,1
1644248006433,779,1006,1
1644248006441,774,1001,1
1644248006450,769,995,1
1644248006458,758,983,1
1644248006466,744,971,1
1644248006474,738,964,1
1644248006482,715,941,0
1644248006491,709,936,0
1644248006499,695,924,0
1644248006507,681,913,0
1644248006515,668,903,0
1644248006523,657,895,0
1644248006533,645,889,0
1644248006540,635,883,1
1644248006548,625,878,1
1644248006556,614,873,1
1644248006564,608,869,1
1644248006574,600,865,1
1644248006581,594,863,1
1644248006589,592,861,1
1644248006598,586,858,1
1644248006605,583,856,1
1644248006614,580,853,1
1644248006623,578,852,1
1644248006630,576,850,1
1644248006638,574,848,1
1644248006647,573,847,1
1644248006655,571,845,1
1644248006663,570,844,1
1644248006671,569,843,1
1644248006679,569,842,1
1644248006690,567,840,1
1644248006696,566,839,1
1644248006704,565,837,1
1644248006713,564,835,1
1644248006721,562,833,1
1644248006728,561,830,1
1644248006737,558,826,1
1644248006745,557,824,1
1644248006753,554,818,1
1644248006761,551,813,1
1644248006772,550,811,1
1644248006778,546,805,1
1644248006786,544,800,1
1644248006794,543,797,1
1644248006802,539,789,1
1644248006812,538,784,1
1644248006819,536,779,1
1644248006827,535,777,1
1644248006835,533,767,1
1644248006843,531,762,1
1644248006852,530,756,1
1644248006860,530,750,1
1644248006868,529,743,1
1644248006876,527,737,1
1644248006884,526,729,1
1644248006892,525,722,1
1644248006901,523,715,1
1644248006909,521,707,1
1644248006917,519,697,1
1644248006925,517,687,1
1644248006934,514,677,1
1644248007286,514,676,1
1644248007294,514,670,1
1644248007303,514,660,1
1644248007311,513,652,1
1644248007319,512,641,1
1644248007327,511,631,1
1644248007336,506,597,1
1644248007344,503,574,1
1644248007352,503,565,1
1644248007360,501,542,1
1644248007368,500,525,1
1644248007376,499,507,1
1644248007384,499,494,1
1644248007393,499,481,1
1644248007401,499,477,1
1644248007409,499,467,1
1644248007417,499,459,1
1644248007425,499,454,0
1644248007434,499,449,0
1644248007442,499,444,0
1644248007450,499,440,0
1644248007458,499,437,0
1644248007467,499,435,0
1644248007475,499,432,0
1644248007483,499,430,0
1644248007492,499,428,0
1644248007499,499,425,0
1644248007507,499,423,0
1644248007516,500,421,0
1644248007524,500,419,0
1644248007532,501,417,0
1644248007540,502,414,0
1644248007548,503,412,0
1644248007560,505,410,0
1644248007565,506,408,0
1644248007573,508,405,0
1644248007581,510,402,0
1644248007590,511,399,0
1644248007598,515,395,0
1644248007606,517,392,0
1644248007614,518,390,0
1644248007624,521,387,0
1644248007630,524,382,0
1644248007639,528,377,1
1644248007647,529,375,1
1644248007656,533,369,1
1644248007663,537,365,1
1644248007671,540,359,1
1644248007680,543,355,1
1644248007691,546,351,1
1644248007696,550,346,1
1644248007704,554,340,1
1644248007712,557,335,1
1644248007722,561,329,1
1644248007729,565,324,1
1644248007737,569,317,1
1644248007745,574,310,1
1644248007753,576,307,1
1644248007762,582,297,1
1644248007770,583,295,1
1644248007778,586,289,1
1644248007786,589,285,1
1644248007794,591,281,1
1644248007803,593,277,1
1644248007811,594,275,1
1644248007819,595,272,1
1644248007827,597,269,1
1644248007835,598,267,1
1644248007844,599,265,1
1644248007852,600,263,1
1644248007860,602,260,1
1644248007868,604,258,1
1644248007876,605,257,1
1644248007885,607,254,1
1644248007893,610,252,1
1644248007901,614,248,1
1644248007909,618,246,1
1644248007917,621,243,1
1644248007926,623,241,1
1644248007934,631,236,1
1644248007942,632,234,1
1644248007950,639,230,1
1644248007958,641,229,1
1644248007967,646,226,1
1644248007975,653,222,1
1644248007983,658,218,1
1644248007991,663,215,1
1644248007999,668,213,1
1644248008008,674,210,1
1644248008016,680,207,1
1644248008024,686,204,1
1644248008032,692,200,1
1644248008040,698,196,1
1644248008049,704,193,1
1644248008059,708,190,1
1644248008065,710,189,1
1644248008073,716,185,1
1644248008081,720,182,1
1644248008090,723,181,1
1644248008098,727,178,1
1644248008106,729,176,1
1644248008114,732,175,1
1644248008124,735,173,1
1644248008131,737,171,1
1644248008139,738,170,1
1644248008147,740,168,1
1644248008156,741,167,1
1644248008163,743,166,1
1644248008173,744,164,1
1644248008180,746,163,1
1644248008191,747,162,1
1644248008196,749,161,1
1644248008204,751,159,1
1644248008213,753,158,1
1644248008221,754,157,1
1644248008229,756,156,1
1644248008238,759,154,1
1644248008245,761,153,1
1644248008254,763,151,1
1644248008262,766,150,1
1644248008270,770,148,1
1644248008278,772,147,1
1644248008286,775,145,1
1644248008295,777,144,1
1644248008303,780,143,1
1644248008312,783,141,1
1644248008319,786,140,1
1644248008327,789,138,1
1644248008336,791,137,1
1644248008344,793,137,1
0,0,0,0
1644248040078,151,2,0
1644248040086,148,3,0
1644248040095,147,4,0
1644248040103,146,5,0
1644248040110,145,6,0
1644248040130,144,7,0
1644248040160,143,7,0
1644248040167,143,8,0
1644248040175,142,8,0
1644248040185,141,8,0
1644248040192,139,8,0
1644248040200,137,8,0
1644248040208,133,8,0
1644248040216,128,8,0
1644248040225,123,9,0
1644248040233,117,9,0
1644248040241,110,9,0
1644248040249,104,10,0
1644248040257,101,10,0
1644248040266,95,10,0
1644248040274,90,10,0
1644248040282,86,10,0
1644248040290,82,10,0
1644248040298,78,10,0
1644248040307,75,10,0
1644248040315,71,10,0
1644248040323,69,10,0
1644248040331,66,10,0
1644248040340,64,10,0
1644248040349,62,10,0
1644248040356,59,10,0
1644248040364,57,10,0
1644248040372,54,10,0
1644248040380,52,10,0
1644248040389,49,10,0
1644248040397,47,10,0
1644248040405,44,10,0
1644248040413,42,9,0
1644248040421,40,9,0
1644248040430,39,9,0
1644248040438,38,9,0
1644248040446,37,8,0
1644248040462,36,8,0
1644248040572,40,7,0
1644248040580,44,7,0
1644248040585,46,7,0
1644248040596,49,7,0
1644248040602,53,7,0
1644248040610,56,7,0
1644248040618,59,7,0
1644248040626,61,7,0
1644248040635,63,6,0
1644248040652,64,6,0
1644248040693,63,6,0
1644248040701,61,6,0
1644248040708,59,6,0
1644248040717,56,6,0
1644248040725,53,6,0
1644248040733,49,6,0
1644248040742,47,6,0
1644248040750,44,6,0
1644248040758,42,6,0
1644248040766,41,6,0
1644248040775,39,6,0
1644248040782,38,6,0
1644248040799,37,6,0
1644248040815,36,6,0
1644248040850,35,6,0
1644248040864,34,6,0
1644248040872,33,5,0
1644248040881,32,4,0
1644248040889,31,4,0
1644248040897,29,4,0
1644248040905,28,3,0
1644248040914,27,2,0
1644248040923,26,2,0
1644248040931,25,2,0
1644248040938,25,1,0
1644248040971,24,1,0
